topic,svg_code,response,score
" 'pastel-colored mountains at dawn',","<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1"">
      <stop offset=""0%"" stop-color=""#FFDAB9"" />
      <stop offset=""100%"" stop-color=""#FFB6C1"" />
    </linearGradient>
    <linearGradient id=""mountainGradient1"" x1=""0"" y1=""0"" x2=""1"" y2=""1"">
      <stop offset=""0%"" stop-color=""#B0E0E6"" />
      <stop offset=""100%"" stop-color=""#ADD8E6"" />
    </linearGradient>
    <linearGradient id=""mountainGradient2"" x1=""0"" y1=""0"" x2=""1"" y2=""1"">
      <stop offset=""0%"" stop-color=""#98FB98"" />
      <stop offset=""100%"" stop-color=""#90EE90"" />
    </linearGradient>
  </defs>
  <rect width=""200"" height=""100"" fill=""url(#skyGradient)"" />
  <polygon points=""0,80 50,30 100,80"" fill=""url(#mountainGradient1)"" />
  <polygon points=""100,80 150,40 200,80"" fill=""url(#mountainGradient2)"" />
</svg>","```svg
<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1"">
      <stop offset=""0%"" stop-color=""#FFDAB9"" />
      <stop offset=""100%"" stop-color=""#FFB6C1"" />
    </linearGradient>
    <linearGradient id=""mountainGradient1"" x1=""0"" y1=""0"" x2=""1"" y2=""1"">
      <stop offset=""0%"" stop-color=""#B0E0E6"" />
      <stop offset=""100%"" stop-color=""#ADD8E6"" />
    </linearGradient>
    <linearGradient id=""mountainGradient2"" x1=""0"" y1=""0"" x2=""1"" y2=""1"">
      <stop offset=""0%"" stop-color=""#98FB98"" />
      <stop offset=""100%"" stop-color=""#90EE90"" />
    </linearGradient>
  </defs>
  <rect width=""200"" height=""100"" fill=""url(#skyGradient)"" />
  <polygon points=""0,80 50,30 100,80"" fill=""url(#mountainGradient1)"" />
  <polygon points=""100,80 150,40 200,80"" fill=""url(#mountainGradient2)"" />
</svg>
```",0.9560906291007996
" 'Golden sun setting behind rolling green hills',","<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sun -->
  <circle cx=""150"" cy=""50"" r=""20"" fill=""gold"" />
  
  <!-- Hills -->
  <path d=""M0,80 Q50,50 100,80 T200,80 L200,100 L0,100 Z"" fill=""green"" />
</svg>","```svg
<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sun -->
  <circle cx=""150"" cy=""50"" r=""20"" fill=""gold"" />
  
  <!-- Hills -->
  <path d=""M0,80 Q50,50 100,80 T200,80 L200,100 L0,100 Z"" fill=""green"" />
</svg>
```",0.8183489441871643
" 'Crimson circles overlapping on a navy blue field',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""navy"" />
  <circle cx=""70"" cy=""100"" r=""50"" fill=""crimson"" opacity=""0.7"" />
  <circle cx=""130"" cy=""100"" r=""50"" fill=""crimson"" opacity=""0.7"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""navy"" />
  <circle cx=""70"" cy=""100"" r=""50"" fill=""crimson"" opacity=""0.7"" />
  <circle cx=""130"" cy=""100"" r=""50"" fill=""crimson"" opacity=""0.7"" />
</svg>
```",0.9999088048934937
" 'Emerald silk blouse with pearl buttons',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background representing silk fabric -->
  <rect x=""10"" y=""10"" width=""180"" height=""180"" fill=""green"" opacity=""0.7"" />

  <!-- Blouse shape -->
  <path d=""M50,50 Q100,20 150,50 L150,150 Q100,180 50,150 Z"" fill=""darkgreen"" />

  <!-- Pearl buttons -->
  <circle cx=""100"" cy=""70"" r=""5"" fill=""white"" stroke=""lightgray"" stroke-width=""1"" />
  <circle cx=""100"" cy=""100"" r=""5"" fill=""white"" stroke=""lightgray"" stroke-width=""1"" />
  <circle cx=""100"" cy=""130"" r=""5"" fill=""white"" stroke=""lightgray"" stroke-width=""1"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background representing silk fabric -->
  <rect x=""10"" y=""10"" width=""180"" height=""180"" fill=""green"" opacity=""0.7"" />

  <!-- Blouse shape -->
  <path d=""M50,50 Q100,20 150,50 L150,150 Q100,180 50,150 Z"" fill=""darkgreen"" />

  <!-- Pearl buttons -->
  <circle cx=""100"" cy=""70"" r=""5"" fill=""white"" stroke=""lightgray"" stroke-width=""1"" />
  <circle cx=""100"" cy=""100"" r=""5"" fill=""white"" stroke=""lightgray"" stroke-width=""1"" />
  <circle cx=""100"" cy=""130"" r=""5"" fill=""white"" stroke=""lightgray"" stroke-width=""1"" />
</svg>
```",0.3928680717945099
" 'Turquoise waves crashing against a rocky shore',","<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""lightblue"" />
  
  <!-- Waves -->
  <path d=""M0,60 Q20,40 40,60 T80,60 T120,60 T160,60 T200,60"" fill=""none"" stroke=""turquoise"" stroke-width=""3"" />
  <path d=""M0,70 Q20,50 40,70 T80,70 T120,70 T160,70 T200,70"" fill=""none"" stroke=""turquoise"" stroke-width=""3"" />
  
  <!-- Rocky Shore -->
  <polygon points=""0,80 20,70 40,75 60,65 80,70 100,60 120,65 140,55 160,60 180,50 200,55 200,100 0,100"" fill=""gray"" />
</svg>","```svg
<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""lightblue"" />
  
  <!-- Waves -->
  <path d=""M0,60 Q20,40 40,60 T80,60 T120,60 T160,60 T200,60"" fill=""none"" stroke=""turquoise"" stroke-width=""3"" />
  <path d=""M0,70 Q20,50 40,70 T80,70 T120,70 T160,70 T200,70"" fill=""none"" stroke=""turquoise"" stroke-width=""3"" />
  
  <!-- Rocky Shore -->
  <polygon points=""0,80 20,70 40,75 60,65 80,70 100,60 120,65 140,55 160,60 180,50 200,55 200,100 0,100"" fill=""gray"" />
</svg>
```",0.9739348292350769
" 'Black and white striped scarf with fringed ends',","<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Scarf body -->
  <rect x=""10"" y=""20"" width=""180"" height=""60"" fill=""white"" stroke=""black"" stroke-width=""1""/>
  <!-- Black stripes -->
  <rect x=""10"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <rect x=""50"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <rect x=""90"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <rect x=""130"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <rect x=""170"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <!-- Fringed ends -->
  <line x1=""10"" y1=""80"" x2=""10"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""20"" y1=""80"" x2=""20"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""30"" y1=""80"" x2=""30"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""40"" y1=""80"" x2=""40"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""50"" y1=""80"" x2=""50"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""60"" y1=""80"" x2=""60"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""70"" y1=""80"" x2=""70"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""80"" y1=""80"" x2=""80"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""90"" y1=""80"" x2=""90"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""100"" y1=""80"" x2=""100"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""110"" y1=""80"" x2=""110"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""120"" y1=""80"" x2=""120"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""130"" y1=""80"" x2=""130"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""140"" y1=""80"" x2=""140"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""150"" y1=""80"" x2=""150"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""160"" y1=""80"" x2=""160"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""170"" y1=""80"" x2=""170"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""180"" y1=""80"" x2=""180"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""190"" y1=""80"" x2=""190"" y2=""90"" stroke=""black"" stroke-width=""2""/>
</svg>","```svg
<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Scarf body -->
  <rect x=""10"" y=""20"" width=""180"" height=""60"" fill=""white"" stroke=""black"" stroke-width=""1""/>
  <!-- Black stripes -->
  <rect x=""10"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <rect x=""50"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <rect x=""90"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <rect x=""130"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <rect x=""170"" y=""20"" width=""20"" height=""60"" fill=""black""/>
  <!-- Fringed ends -->
  <line x1=""10"" y1=""80"" x2=""10"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""20"" y1=""80"" x2=""20"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""30"" y1=""80"" x2=""30"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""40"" y1=""80"" x2=""40"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""50"" y1=""80"" x2=""50"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""60"" y1=""80"" x2=""60"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""70"" y1=""80"" x2=""70"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""80"" y1=""80"" x2=""80"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""90"" y1=""80"" x2=""90"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""100"" y1=""80"" x2=""100"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""110"" y1=""80"" x2=""110"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""120"" y1=""80"" x2=""120"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""130"" y1=""80"" x2=""130"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""140"" y1=""80"" x2=""140"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""150"" y1=""80"" x2=""150"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""160"" y1=""80"" x2=""160"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""170"" y1=""80"" x2=""170"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""180"" y1=""80"" x2=""180"" y2=""90"" stroke=""black"" stroke-width=""2""/>
  <line x1=""190"" y1=""80"" x2=""190"" y2=""90"" stroke=""black"" stroke-width=""2""/>
</svg>
```",0.05387863516807556
" 'Silver stars twinkling in a midnight sky',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <rect width=""200"" height=""200"" fill=""black"" />
  <g fill=""silver"" stroke=""silver"" stroke-width=""0.5"">
    <polygon points=""100,10 104,40 130,40 108,55 115,85 100,65 85,85 92,55 70,40 96,40"" />
    <polygon points=""50,50 54,70 70,70 58,80 62,100 50,90 38,100 42,80 30,70 46,70"" transform=""translate(60,60) scale(0.5)"" />
    <polygon points=""50,50 54,70 70,70 58,80 62,100 50,90 38,100 42,80 30,70 46,70"" transform=""translate(120,30) scale(0.3)"" />
    <polygon points=""50,50 54,70 70,70 58,80 62,100 50,90 38,100 42,80 30,70 46,70"" transform=""translate(30,120) scale(0.4)"" />
    <polygon points=""50,50 54,70 70,70 58,80 62,100 50,90 38,100 42,80 30,70 46,70"" transform=""translate(150,150) scale(0.6)"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <rect width=""200"" height=""200"" fill=""black"" />
  <g fill=""silver"" stroke=""silver"" stroke-width=""0.5"">
    <polygon points=""100,10 104,40 130,40 108,55 115,85 100,65 85,85 92,55 70,40 96,40"" />
    <polygon points=""50,50 54,70 70,70 58,80 62,100 50,90 38,100 42,80 30,70 46,70"" transform=""translate(60,60) scale(0.5)"" />
    <polygon points=""50,50 54,70 70,70 58,80 62,100 50,90 38,100 42,80 30,70 46,70"" transform=""translate(120,30) scale(0.3)"" />
    <polygon points=""50,50 54,70 70,70 58,80 62,100 50,90 38,100 42,80 30,70 46,70"" transform=""translate(30,120) scale(0.4)"" />
    <polygon points=""50,50 54,70 70,70 58,80 62,100 50,90 38,100 42,80 30,70 46,70"" transform=""translate(150,150) scale(0.6)"" />
  </g>
</svg>
```",0.9962368011474609
" 'Orange and teal geometric shapes interlocking',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""orangeGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,165,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,140,0);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""tealGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,128,128);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(0,100,100);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <g transform=""translate(50,50)"">
    <rect x=""0"" y=""0"" width=""60"" height=""60"" fill=""url(#orangeGradient)"" />
    <polygon points=""30,0 60,30 30,60 0,30"" fill=""url(#tealGradient)"" transform=""translate(30,30) rotate(45)"" />
  </g>
  <g transform=""translate(100,100)"">
    <rect x=""0"" y=""0"" width=""60"" height=""60"" fill=""url(#tealGradient)"" />
    <polygon points=""30,0 60,30 30,60 0,30"" fill=""url(#orangeGradient)"" transform=""translate(30,30) rotate(45)"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""orangeGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,165,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,140,0);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""tealGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,128,128);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(0,100,100);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <g transform=""translate(50,50)"">
    <rect x=""0"" y=""0"" width=""60"" height=""60"" fill=""url(#orangeGradient)"" />
    <polygon points=""30,0 60,30 30,60 0,30"" fill=""url(#tealGradient)"" transform=""translate(30,30) rotate(45)"" />
  </g>
  <g transform=""translate(100,100)"">
    <rect x=""0"" y=""0"" width=""60"" height=""60"" fill=""url(#tealGradient)"" />
    <polygon points=""30,0 60,30 30,60 0,30"" fill=""url(#orangeGradient)"" transform=""translate(30,30) rotate(45)"" />
  </g>
</svg>
```",0.9745116233825684
" 'Snow-capped mountains under a clear blue sky',","<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sky -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""skyblue"" />
  
  <!-- Mountains -->
  <polygon points=""30,80 70,30 110,80"" fill=""gray"" />
  <polygon points=""90,80 130,40 170,80"" fill=""gray"" />
  
  <!-- Snow Caps -->
  <polygon points=""60,50 70,30 80,50"" fill=""white"" />
  <polygon points=""120,60 130,40 140,60"" fill=""white"" />
</svg>","```svg
<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sky -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""skyblue"" />
  
  <!-- Mountains -->
  <polygon points=""30,80 70,30 110,80"" fill=""gray"" />
  <polygon points=""90,80 130,40 170,80"" fill=""gray"" />
  
  <!-- Snow Caps -->
  <polygon points=""60,50 70,30 80,50"" fill=""white"" />
  <polygon points=""120,60 130,40 140,60"" fill=""white"" />
</svg>
```",0.9885080456733704
" 'Abstract swirls of lavender and gold',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""lavenderGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(230,230,250);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(216,191,216);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""goldGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,215,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(218,165,32);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <g transform=""translate(100,100)"">
    <path d=""M0,0 C30,-30 60,-30 90,0 S150,30 180,0"" fill=""none"" stroke=""url(#lavenderGradient)"" stroke-width=""5"" transform=""rotate(45)"" />
    <path d=""M0,0 C30,-30 60,-30 90,0 S150,30 180,0"" fill=""none"" stroke=""url(#goldGradient)"" stroke-width=""5"" transform=""rotate(-45)"" />
    <path d=""M0,0 C-30,30 -60,30 -90,0 S-150,-30 -180,0"" fill=""none"" stroke=""url(#lavenderGradient)"" stroke-width=""5"" transform=""rotate(135)"" />
    <path d=""M0,0 C-30,30 -60,30 -90,0 S-150,-30 -180,0"" fill=""none"" stroke=""url(#goldGradient)"" stroke-width=""5"" transform=""rotate(-135)"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""lavenderGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(230,230,250);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(216,191,216);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""goldGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,215,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(218,165,32);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <g transform=""translate(100,100)"">
    <path d=""M0,0 C30,-30 60,-30 90,0 S150,30 180,0"" fill=""none"" stroke=""url(#lavenderGradient)"" stroke-width=""5"" transform=""rotate(45)"" />
    <path d=""M0,0 C30,-30 60,-30 90,0 S150,30 180,0"" fill=""none"" stroke=""url(#goldGradient)"" stroke-width=""5"" transform=""rotate(-45)"" />
    <path d=""M0,0 C-30,30 -60,30 -90,0 S-150,-30 -180,0"" fill=""none"" stroke=""url(#lavenderGradient)"" stroke-width=""5"" transform=""rotate(135)"" />
    <path d=""M0,0 C-30,30 -60,30 -90,0 S-150,-30 -180,0"" fill=""none"" stroke=""url(#goldGradient)"" stroke-width=""5"" transform=""rotate(-135)"" />
  </g>
</svg>
```",0.7552137970924377
" 'Violet velvet dress with lace trim',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Dress Body -->
  <path d=""M100,20 Q80,60 60,100 L140,100 Q120,60 100,20 Z"" fill=""violet"" stroke=""black"" stroke-width=""2""/>
  
  <!-- Lace Trim -->
  <path d=""M60,100 Q70,110 80,100 Q90,110 100,100 Q110,110 120,100 Q130,110 140,100"" fill=""none"" stroke=""white"" stroke-width=""2""/>
  
  <!-- Dress Skirt -->
  <path d=""M60,100 L50,180 L150,180 L140,100 Z"" fill=""violet"" stroke=""black"" stroke-width=""2""/>
  
  <!-- Additional Lace Trim on Skirt -->
  <path d=""M50,180 Q75,160 100,180 Q125,160 150,180"" fill=""none"" stroke=""white"" stroke-width=""2""/>
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Dress Body -->
  <path d=""M100,20 Q80,60 60,100 L140,100 Q120,60 100,20 Z"" fill=""violet"" stroke=""black"" stroke-width=""2""/>
  
  <!-- Lace Trim -->
  <path d=""M60,100 Q70,110 80,100 Q90,110 100,100 Q110,110 120,100 Q130,110 140,100"" fill=""none"" stroke=""white"" stroke-width=""2""/>
  
  <!-- Dress Skirt -->
  <path d=""M60,100 L50,180 L150,180 L140,100 Z"" fill=""violet"" stroke=""black"" stroke-width=""2""/>
  
  <!-- Additional Lace Trim on Skirt -->
  <path d=""M50,180 Q75,160 100,180 Q125,160 150,180"" fill=""none"" stroke=""white"" stroke-width=""2""/>
</svg>
```",0.001161365071311593
" 'Indigo ocean waves under a stormy sky',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background for stormy sky -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""darkslategray"" />
  
  <!-- Ocean waves -->
  <path d=""M0,100 Q25,80 50,100 T100,100 T150,100 T200,100 V200 H0 Z"" fill=""indigo"" />
  <path d=""M0,120 Q25,100 50,120 T100,120 T150,120 T200,120 V200 H0 Z"" fill=""indigo"" opacity=""0.8"" />
  <path d=""M0,140 Q25,120 50,140 T100,140 T150,140 T200,140 V200 H0 Z"" fill=""indigo"" opacity=""0.6"" />
  
  <!-- Additional waves for depth -->
  <path d=""M0,160 Q25,140 50,160 T100,160 T150,160 T200,160 V200 H0 Z"" fill=""indigo"" opacity=""0.4"" />
  <path d=""M0,180 Q25,160 50,180 T100,180 T150,180 T200,180 V200 H0 Z"" fill=""indigo"" opacity=""0.2"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background for stormy sky -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""darkslategray"" />
  
  <!-- Ocean waves -->
  <path d=""M0,100 Q25,80 50,100 T100,100 T150,100 T200,100 V200 H0 Z"" fill=""indigo"" />
  <path d=""M0,120 Q25,100 50,120 T100,120 T150,120 T200,120 V200 H0 Z"" fill=""indigo"" opacity=""0.8"" />
  <path d=""M0,140 Q25,120 50,140 T100,140 T150,140 T200,140 V200 H0 Z"" fill=""indigo"" opacity=""0.6"" />
  
  <!-- Additional waves for depth -->
  <path d=""M0,160 Q25,140 50,160 T100,160 T150,160 T200,160 V200 H0 Z"" fill=""indigo"" opacity=""0.4"" />
  <path d=""M0,180 Q25,160 50,180 T100,180 T150,180 T200,180 V200 H0 Z"" fill=""indigo"" opacity=""0.2"" />
</svg>
```",0.1233607828617096
" 'Checkerboard pattern with alternating red and white squares',","<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <rect x=""0"" y=""0"" width=""50"" height=""50"" fill=""red""/>
  <rect x=""50"" y=""0"" width=""50"" height=""50"" fill=""white""/>
  <rect x=""0"" y=""50"" width=""50"" height=""50"" fill=""white""/>
  <rect x=""50"" y=""50"" width=""50"" height=""50"" fill=""red""/>
</svg>","```svg
<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <rect x=""0"" y=""0"" width=""50"" height=""50"" fill=""red""/>
  <rect x=""50"" y=""0"" width=""50"" height=""50"" fill=""white""/>
  <rect x=""0"" y=""50"" width=""50"" height=""50"" fill=""white""/>
  <rect x=""50"" y=""50"" width=""50"" height=""50"" fill=""red""/>
</svg>
```",0.9908362627029419
